pool_record_key,title,year,doi,pmid,query_ids,screening_stage,exclusion_reason
pmid:30963741,"Sepsis in the emergency department: key points, controversies, and proposals for improvements in Latin America.",2019,,30963741,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1177/0003319719857560,Shock Index in Patients Presenting With Acute Heart Failure: A Multicenter Multinational Observational Study.,2019,10.1177/0003319719857560,31242749,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.issn.0529-5815.2019.12.015,[Surgical treatment for tricuspid regurgitation after left-sided valve surgery].,2019,10.3760/cma.j.issn.0529-5815.2019.12.015,31826601,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.1097/mjt.0000000000000920,Therapeutic Advances in the Management of Cardiogenic Shock.,2019,10.1097/mjt.0000000000000920,30839372,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1186/s13054-019-2448-z,Time course of fluid responsiveness in sepsis: the fluid challenge revisiting (FCREV) study.,2019,10.1186/s13054-019-2448-z,31097012,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1177/0300060519882221,Tolvaptan in reversing worsening acute heart failure: A systematic review and meta-analysis.,2019,10.1177/0300060519882221,31680601,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.15420/cfr.2018.46.2,Treating Patients Following Hospitalisation for Acute Decompensated Heart Failure: An Insight into Reducing Early Rehospitalisations.,2019,10.15420/cfr.2018.46.2,31179016,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1177/1049909118796195,Trends and Predictors of Palliative Care Referrals in Patients With Acute Heart Failure.,2019,10.1177/1049909118796195,30157670,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.31525/ct1-nct03910777,Usefulness of Early Warning Systems in Detecting Early Clinical Deterioration After Intensive Care Discharge,2019,10.31525/ct1-nct03910777,,CR3_ICU_HD,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.issn.2095-4352.2019.05.011,[Value of percutaneous oxygen partial pressure monitoring in evaluating the prognosis of patients with acute heart failure].,2019,10.3760/cma.j.issn.2095-4352.2019.05.011,31198143,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.26226/morressier.5af300b0738ab10027aa95dd,02 / External validation of a dynamic prediction model for repeated predictions of natural conception,2018,10.26226/morressier.5af300b0738ab10027aa95dd,,CR5_prediction_methods,pass1_title_metadata,insufficient_topic_relevance
doi:10.1097/01.ccm.0000529204.18461.87,1199: TOWARD AN EARLY WARNING SYSTEM ON NEED FOR LIFESAVING INTERVENTIONS IN INTENSIVE CARE PATIENTS,2018,10.1097/01.ccm.0000529204.18461.87,,CR3_ICU_HD,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.issn.0578-1426.2018.05.019,"[The 463rd case: rhabdomyolysis, acute kidney failure and acute hepatic failure].",2018,10.3760/cma.j.issn.0578-1426.2018.05.019,29747301,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.1097/01.pcc.0000537918.34917.07,Abstract P-461: DOES THE USE OF AN ELECTRONIC HEALTH RECORD SYSTEM (EHRS) IN THE PAEDIATRIC INTENSIVE CARE UNIT (PICU) IMPACT NURSES UNDERSTANDING OF VENTILATION?,2018,10.1097/01.pcc.0000537918.34917.07,,CR4_dynamic_EHR,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.1093/med/9780199687039.003.0054_update_002,Acute heart failure: heart failure surgery and transplantation,2018,10.1093/med/9780199687039.003.0054_update_002,,CR1_AHF_WHF,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.1016/j.jchf.2017.05.008,Acute Heart Failure Is an Event Rather Than a Disease: Plea for a Radical Change in Thinking and in Therapeutic Drug Development.,2018,10.1016/j.jchf.2017.05.008,29284579,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1093/med/9780198784906.003.0441,Acute heart failure: treatment,2018,10.1093/med/9780198784906.003.0441,,CR1_AHF_WHF,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1002/ejhf.1032,Acute Kidney Injury in Cardiogenic Shock: In Search of Early Detection and Clinical Certainty,2018,10.1002/ejhf.1032,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.2215/cjn.12591117,Acute Kidney Injury and Risk of Heart Failure and Atherosclerotic Events.,2018,10.2215/cjn.12591117,29773712,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.ccm.2018.04.011,Aggressive Treatment of Intermediate-Risk Patients with Acute Symptomatic Pulmonary Embolism.,2018,10.1016/j.ccm.2018.04.011,30122181,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
doi:10.3760/cma.j.issn.0578-1310.2018.01.007,[Analysis of prognosis and associated risk factors in pediatric idiopathic pulmonary arterial hypertension].,2018,10.3760/cma.j.issn.0578-1310.2018.01.007,29342993,Q8_Chinese_language,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.1097/cin.0000000000000430,Automated Deterioration Detection Using Electronic Medical Record Data in Intensive Care Unit Patients,2018,10.1097/cin.0000000000000430,,CR4_dynamic_EHR,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1136/heartjnl-2017-311582,Bioprosthetic aortic valve durability in the era of transcatheter aortic valve implantation.,2018,10.1136/heartjnl-2017-311582,29735584,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.1155/2018/2813025,C-Type Natriuretic Peptide Ameliorates Lipopolysaccharide-Induced Cardiac Dysfunction in Rats with Pulmonary Arterial Hypertension.,2018,10.1155/2018/2813025,30671449,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.jchf.2018.06.007,Cardiogenic Shock Complicating Takotsubo Events,2018,10.1016/j.jchf.2018.06.007,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.cnc.2018.05.006,Cardiogenic Shock in the Septic Patient: Early Identification and Evidence-Based Management.,2018,10.1016/j.cnc.2018.05.006,30098741,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1055/a-0774-8696,Cardiomyopathies and Congenital Heart Disease in Pregnancy.,2018,10.1055/a-0774-8696,30655649,Q2_AHF_to_CS,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.51894/001c.6516,Cardiovascular Factors Associated with Septic Shock Mortality Risks.,2018,10.51894/001c.6516,33655132,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3390/healthcare6030090,"The ""Centrality of Sepsis"": A Review on Incidence, Mortality, and Cost of Care.",2018,10.3390/healthcare6030090,30061497,Q3_HF_sepsis_mixed,pass1_title_metadata,mortality_only_without_early_deterioration_focus
doi:10.3760/cma.j.issn.2095-4352.2018.010.009,[Comparison of two schemes of daily arousal and comfort analgesia and sedation in patients on mechanical ventilation in intensive care unit].,2018,10.3760/cma.j.issn.2095-4352.2018.010.009,30439315,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1097/corr.0000000000000345,CORR Insights®: External Validation and Optimization of the SPRING Model for Prediction of Survival After Surgical Treatment of Bone Metastases of the Extremities,2018,10.1097/corr.0000000000000345,,CR6_transportability,pass1_title_metadata,insufficient_topic_relevance
pmid:29938972,Current aspects in sepsis approach. Turning things around.,2018,,29938972,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.21037/tp.2018.04.03,Current monitoring and innovative predictive modeling to improve care in the pediatric cardiac intensive care unit.,2018,10.21037/tp.2018.04.03,29770293,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.11606/d.3.2018.tde-27082018-075853,"Ductile failure prediction using phenomenological fracture model for steels: calibration, validation and application.",2018,10.11606/d.3.2018.tde-27082018-075853,,CR5_prediction_methods,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.jcrc.2018.05.013,Early mobility in frail and non-frail older adults admitted to the cardiovascular intensive care unit.,2018,10.1016/j.jcrc.2018.05.013,29879568,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1093/ejcts/ezy208,Early surgery for acute-onset infective endocarditis.,2018,10.1093/ejcts/ezy208,29873701,Q3_HF_sepsis_mixed,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.jchf.2017.10.001,"Efficacy of Intravenous Furosemide Versus a Novel, pH-Neutral Furosemide Formulation Administered Subcutaneously in Outpatients With Worsening Heart Failure.",2018,10.1016/j.jchf.2017.10.001,29226816,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.jchf.2018.01.010,Efficacy of Subcutaneous Versus Intravenous Administration of Furosemide in Patients With Worsening Heart Failure,2018,10.1016/j.jchf.2018.01.010,,CR1_AHF_WHF,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1007/978-3-319-73670-9_50,Electronic Health Record Research in Critical Care: The End of the Randomized Controlled Trial?,2018,10.1007/978-3-319-73670-9_50,,CR4_dynamic_EHR,pass1_title_metadata,insufficient_topic_relevance
doi:10.1542/peds.141.1_meetingabstract.519,Electronic Health Record Tool for Improvement in Family Communication in the Neonatal Intensive Care Unit,2018,10.1542/peds.141.1_meetingabstract.519,,CR4_dynamic_EHR,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.1542/peds.141.1ma6.519,Electronic Health Record Tool for Improvement in Family Communication in the Neonatal Intensive Care Unit,2018,10.1542/peds.141.1ma6.519,,CR4_dynamic_EHR,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.4037/ccn2018813,Electronic Health Record Tool to Promote Team Communication and Early Patient Mobility in the Intensive Care Unit,2018,10.4037/ccn2018813,,CR4_dynamic_EHR,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1111/coa.13019,External validation of a cancer risk prediction model for suspected head and neck cancer referrals,2018,10.1111/coa.13019,,CR6_transportability,pass1_title_metadata,unrelated_clinical_domain
doi:10.3760/cma.j.issn.2095-4352.2018.012.013,[Extracorporeal membrane oxygenation as a bridge to lung transplantation].,2018,10.3760/cma.j.issn.2095-4352.2018.012.013,30592952,Q8_Chinese_language,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.4324/9781315366180-20,From the Electronic Health Record to the Electronic Health Plan,2018,10.4324/9781315366180-20,,CR4_dynamic_EHR,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.jacc.2018.04.064,Hemodynamic Deterioration of Surgically Implanted Bioprosthetic Aortic Valves.,2018,10.1016/j.jacc.2018.04.064,30012316,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1097/ana.0000000000000462,Hemodynamic Instability and Cardiovascular Events After Traumatic Brain Injury Predict Outcome After Artifact Removal With Deep Belief Network Analysis.,2018,10.1097/ana.0000000000000462,28991060,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.1186/s13613-018-0449-8,Hemodynamic support in the early phase of septic shock: a review of challenges and unanswered questions,2018,10.1186/s13613-018-0449-8,,CR3_ICU_HD,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1007/s00134-018-5347-x,Improved short- and long-term outcome of allogeneic stem cell recipients admitted to the intensive care unit: a retrospective longitudinal analysis of 942 patients.,2018,10.1007/s00134-018-5347-x,30141173,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3881/j.issn.1000-503x.10198,[Intermittent Hypoxemia in Patients with Heart Failure with Preserved Ejection Fraction].,2018,10.3881/j.issn.1000-503x.10198,30606389,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
pmid:29868133,Ischemic Hepatitis - Intercorrelated Pathology.,2018,,29868133,Q3_HF_sepsis_mixed,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.ijcard.2017.08.053,Long-term prognostic significance of urinary sodium concentration in patients with acute heart failure.,2018,10.1016/j.ijcard.2017.08.053,29407090,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.ajem.2018.05.077,Misconceptions in acute heart failure diagnosis and Management in the Emergency Department.,2018,10.1016/j.ajem.2018.05.077,29887195,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1177/2045893217745785,Multicenter mortality and morbidity associated with pulmonary hypertension in the pediatric intensive care unit.,2018,10.1177/2045893217745785,29251545,Q3_HF_sepsis_mixed,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.1016/j.jcrc.2017.09.008,National Early Warning Score (NEWS) at ICU discharge can predict early clinical deterioration after ICU transfer,2018,10.1016/j.jcrc.2017.09.008,,CR3_ICU_HD,pass1_title_metadata,insufficient_topic_relevance
doi:10.1097/shk.0000000000000952,New-Onset Heart Failure and Mortality in Hospital Survivors of Sepsis-Related Left Ventricular Dysfunction.,2018,10.1097/shk.0000000000000952,28727607,Q3_HF_sepsis_mixed,pass1_title_metadata,mortality_only_without_early_deterioration_focus
doi:10.1371/journal.pone.0207481,A novel validated method for predicting the risk of re-hospitalization for worsening heart failure and the effectiveness of the diuretic upgrading therapy with tolvaptan.,2018,10.1371/journal.pone.0207481,30427915,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1055/s-0037-1602802,Pediatric Early Warning System Scores: Lessons to be Learned,2018,10.1055/s-0037-1602802,,CR3_ICU_HD,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.1111/chd.12525,Predicting unplanned readmissions to a pediatric cardiac intensive care unit using predischarge Pediatric Early Warning Scores.,2018,10.1111/chd.12525,28762646,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.1016/j.ahj.2017.11.016,Predictors of intra-aortic balloon pump hemodynamic failure in non-acute myocardial infarction cardiogenic shock.,2018,10.1016/j.ahj.2017.11.016,29754660,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.7812/tpp/18-071-09,Preventing Unrecognized Deterioration and Honoring Patients’ Goals of Care by Embedding an Automated Early-Warning System in Hospital Workflows,2018,10.7812/tpp/18-071-09,,CR3_ICU_HD,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.ijcard.2018.04.069,Prognostic significance of the echocardiographic estimate of pulmonary hypertension and of right ventricular dysfunction in acute decompensated heart failure. A pilot study in HFrEF patients.,2018,10.1016/j.ijcard.2018.04.069,30166068,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.issn.0376-2491.2018.17.011,[Relationship between hyperuricemia and prognosis in patients with heart failure of coronary heart disease after revascularization].,2018,10.3760/cma.j.issn.0376-2491.2018.17.011,29764035,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1097/crd.0000000000000200,Risk-Adjusted Overall Mortality as a Quality Measure in the Cardiovascular Intensive Care Unit.,2018,10.1097/crd.0000000000000200,29608503,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.5604/01.3001.0010.7543,Risk and Prognosis of Acute Liver Injury Among Hospitalized Patients with Hemodynamic Instability: A Nationwide Analysis.,2018,10.5604/01.3001.0010.7543,29311395,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1097/cin.0000000000000431,The Role of the Electronic Medical Record in the Intensive Care Unit Nurse's Detection of Patient Deterioration,2018,10.1097/cin.0000000000000431,,CR4_dynamic_EHR,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.issn.0578-1426.2018.03.012,[Sarcopenia and long-term prognosis of patients with chronic heart failure in patients aged 70 years and over].,2018,10.3760/cma.j.issn.0578-1426.2018.03.012,29518867,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1093/ofid/ofy313,Sepsis in Intensive Care Unit Patients: Worldwide Data From the Intensive Care over Nations Audit.,2018,10.1093/ofid/ofy313,30555852,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1111/pace.13369,Severe tricuspid regurgitation due to interactions with right ventricular permanent pacemaker or defibrillator leads.,2018,10.1111/pace.13369,29757467,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.hfc.2018.06.013,Ultrafiltration for the Treatment of Acute Heart Failure,2018,10.1016/j.hfc.2018.06.013,,CR1_AHF_WHF,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.jcrc.2018.08.041,Using survival analysis to predict septic shock onset in ICU patients.,2018,10.1016/j.jcrc.2018.08.041,30290359,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.ahj.2017.09.005,Valve hemodynamic deterioration and cardiovascular outcomes in TAVR: A report from the STS/ACC TVT Registry.,2018,10.1016/j.ahj.2017.09.005,29224637,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.1016/j.ejim.2018.02.020,Vasodilators in acute heart failure - evidence based on new studies.,2018,10.1016/j.ejim.2018.02.020,29482882,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.jchf.2017.12.016,Worsening Heart Failure During the Use of DPP-4 Inhibitors,2018,10.1016/j.jchf.2017.12.016,,CR1_AHF_WHF,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1002/ehf2.12264,Worsening Renal Function Definition is Insufficient for Evaluating Acute Renal Failure in Acute Heart Failure,2018,10.1002/ehf2.12264,,CR1_AHF_WHF,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1007/978-1-4471-4219-5_10,Acute Decompensated Heart Failure: Treatment Guidelines,2017,10.1007/978-1-4471-4219-5_10,,CR1_AHF_WHF,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1007/978-1-4471-4219-5_11,Acute Decompensated Heart Failure: Treatment – Specific Therapies,2017,10.1007/978-1-4471-4219-5_11,,CR1_AHF_WHF,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1093/med/9780199687039.003.0054_update_001,Acute heart failure: heart failure surgery and transplantation,2017,10.1093/med/9780199687039.003.0054_update_001,,CR1_AHF_WHF,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.1016/j.amsu.2016.12.052,The approximated cardiovascular reserve index complies with haemorrhage related hemodynamic deterioration pattern: A swine exsanguination model.,2017,10.1016/j.amsu.2016.12.052,28070330,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,nonhuman_study
doi:10.1111/acem.13108,Assessment of Right Ventricular Strain by Computed Tomography Versus Echocardiography in Acute Pulmonary Embolism.,2017,10.1111/acem.13108,27664798,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
doi:10.1007/978-3-319-54973-6_3,Cardiogenic Shock,2017,10.1007/978-3-319-54973-6_3,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.issn.0376-2491.2017.05.003,[Change of prognosis and pathogens in adult patients with severe community-acquired pneumonia during different periods].,2017,10.3760/cma.j.issn.0376-2491.2017.05.003,28219188,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.3760/cma.j.issn.0253-2727.2017.02.004,[A clinical analysis of 10 cases with cardiac lymphoma].,2017,10.3760/cma.j.issn.0253-2727.2017.02.004,28279032,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.3760/cma.j.issn.0578-1310.2017.07.009,[Clinical analysis of pacing therapy and treatment of complications during follow-up in children].,2017,10.3760/cma.j.issn.0578-1310.2017.07.009,28728260,Q8_Chinese_language,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.3760/cma.j.issn.0376-2491.2017.44.002,[Clinical features of acute diffuse pulmonary exudative disorders].,2017,10.3760/cma.j.issn.0376-2491.2017.44.002,29275576,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.1186/s13054-017-1874-z,A clinical prediction model to identify patients at high risk of hemodynamic instability in the pediatric intensive care unit.,2017,10.1186/s13054-017-1874-z,29151364,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.3760/cma.j.issn.0578-1426.2017.04.017,[A consensus statement on the diagnosis and treatment of cardiovascular diseases combined with insomnia from Chinese experts].,2017,10.3760/cma.j.issn.0578-1426.2017.04.017,28355730,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.1177/0885066615585951,Customization of a Severity of Illness Score Using Local Electronic Medical Record Data,2017,10.1177/0885066615585951,,CR4_dynamic_EHR,pass1_title_metadata,insufficient_topic_relevance
doi:10.1038/s41598-017-01139-y,Discriminative and Distinct Phenotyping by Constrained Tensor Factorization.,2017,10.1038/s41598-017-01139-y,28442772,Q3_HF_sepsis_mixed,pass1_title_metadata,insufficient_topic_relevance
doi:10.1002/phar.1939,Effect of Inpatient Dobutamine versus Milrinone on Out-of-Hospital Mortality in Patients with Acute Decompensated Heart Failure.,2017,10.1002/phar.1939,28475215,Q1_AHF_WHF_definition,pass1_title_metadata,mortality_only_without_early_deterioration_focus
doi:10.1016/j.ejim.2017.01.015,The effect of a short-stay unit on hospital admission and length of stay in acute heart failure: REDUCE-AHF study.,2017,10.1016/j.ejim.2017.01.015,28126381,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1186/s12872-017-0598-y,Effects of Tolvaptan in patients with acute heart failure: a systematic review and meta-analysis.,2017,10.1186/s12872-017-0598-y,28633650,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.issn.2095-4352.2017.06.009,[Efficacy and safety of intravenous recombinant human brain natriuretic peptide in patients with severe heart failure: a prospective multicenter clinical study].,2017,10.3760/cma.j.issn.2095-4352.2017.06.009,28625241,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1093/cid/cix120,Epidemiology of Multiple Herpes Viremia in Previously Immunocompetent Patients With Septic Shock.,2017,10.1093/cid/cix120,28158551,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1097/ccm.0000000000002485,Extracorporeal Membrane Oxygenation for Acute Decompensated Heart Failure.,2017,10.1097/ccm.0000000000002485,28471885,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.chest.2017.06.050,Five-Year Trends of Critical Care Practice and Outcomes.,2017,10.1016/j.chest.2017.06.050,28800866,Q3_HF_sepsis_mixed,pass1_title_metadata,insufficient_topic_relevance
doi:10.1111/chd.12407,"""Frontiers in Fontan failure: A summary of conference proceedings"".",2017,10.1111/chd.12407,27597140,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,insufficient_topic_relevance
doi:10.1136/archdischild-2017-313087.446,G453(P) ‘Between the flags’ paediatric early warning system is a sensitive tool to detect deterioration in children from district general hospitals admitted to paediatric intensive care,2017,10.1136/archdischild-2017-313087.446,,CR3_ICU_HD,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.1161/circheartfailure.116.003603,"Impact of Ultrafiltration on Serum Sodium Homeostasis and its Clinical Implication in Patients With Acute Heart Failure, Congestion, and Worsening Renal Function",2017,10.1161/circheartfailure.116.003603,,CR1_AHF_WHF,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1164/rccm.201603-0618oc,"Incidence, Predictors, and Outcomes of New-Onset Atrial Fibrillation in Critically Ill Patients with Sepsis. A Cohort Study.",2017,10.1164/rccm.201603-0618oc,27467907,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.21454/rjaic.7518.241.sap,Incorporating airway examination photography into the electronic record,2017,10.21454/rjaic.7518.241.sap,,CR4_dynamic_EHR,pass1_title_metadata,insufficient_topic_relevance
doi:10.1007/s00134-016-4674-z,Intensive care medicine in 2050: NEWS for hemodynamic monitoring,2017,10.1007/s00134-016-4674-z,,CR3_ICU_HD,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1017/s104795111700213x,Landmark lecture on cardiac intensive care and anaesthesia: continuum and conundrums.,2017,10.1017/s104795111700213x,29286270,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
pmid:30512668,[Management of acute heart failure].,2017,,30512668,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
pmid:28790277,[Management of Right Heart Failure after Cardiac Surgery].,2017,,28790277,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.1201/b22061-11,Optimizing the Electronic Health Record,2017,10.1201/b22061-11,,CR4_dynamic_EHR,pass1_title_metadata,insufficient_topic_relevance
doi:10.1002/ejhf.872,"Organ dysfunction, injury and failure in acute heart failure: from pathophysiology to diagnosis and management. A review on behalf of the Acute Heart Failure Committee of the Heart Failure Association (HFA) of the European Society of Cardiology (ESC).",2017,10.1002/ejhf.872,28560717,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1093/eurheartj/ehx501.p598,P598Metabolic phenotype in cardiogenic shock due to acute myocardial infarction and end-stage heart failure,2017,10.1093/eurheartj/ehx501.p598,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1007/s10741-017-9651-2,Pathophysiology of acute heart failure syndrome: a knowledge gap.,2017,10.1007/s10741-017-9651-2,28952056,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.acvd.2016.05.009,Patient journey in decompensated heart failure: An analysis in departments of cardiology and geriatrics in the Greater Paris University Hospitals.,2017,10.1016/j.acvd.2016.05.009,28017276,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.jcrc.2017.07.021,Patterns of C-reactive protein ratio predicts outcomes in healthcare-associated pneumonia in critically ill patients with cancer.,2017,10.1016/j.jcrc.2017.07.021,28797895,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,unrelated_clinical_domain
doi:10.1093/eurheartj/ehx363,Percutaneous short-term active mechanical support devices in cardiogenic shock: a systematic review and collaborative meta-analysis of randomized trials.,2017,10.1093/eurheartj/ehx363,29020341,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
